Gene	Summed p values	Name
PPP6R1	0.10220333890898413	protein phosphatase 6 regulatory subunit 1
SYDE2	0.10228226953922571	synapse defective Rho GTPase homolog 2
YTHDF1	0.1025245406010671	YTH N6-methyladenosine RNA binding protein 1
PRPF40B	0.10285856348915867	pre-mRNA processing factor 40 homolog B
ABCC11	0.1031049801571393	ATP binding cassette subfamily C member 11
CARD14	0.10315189437866958	caspase recruitment domain family member 14
ADAT2	0.10323804608464844	adenosine deaminase tRNA specific 2
ZNF529	0.10345872728553182	zinc finger protein 529
TARDBP	0.10357383917558471	TAR DNA binding protein
LINC00664	0.10364796716512364	long intergenic non-protein coding RNA 664
NT5M	0.10381455301491624	5',3'-nucleotidase, mitochondrial
PLEKHG7	0.10388099199044551	pleckstrin homology and RhoGEF domain containing G7
CERS4	0.10426523291502586	ceramide synthase 4
SMIM19	0.10446559554996077	small integral membrane protein 19
ZNF611	0.10467433882435044	zinc finger protein 611
BEX2	0.10473940812947877	brain expressed X-linked 2
KAT7	0.10475413908329048	lysine acetyltransferase 7
LOC400558	0.10479916958362415	
PCGF6	0.10481149557270858	polycomb group ring finger 6
ATG13	0.10482696453792316	autophagy related 13
ZNF818P	0.104854563432052	zinc finger protein 818, pseudogene
KIAA1958	0.10499536450654486	KIAA1958
ARMCX1	0.1050422120542354	armadillo repeat containing X-linked 1
NSMCE4A	0.10529347289399901	NSE4 homolog A, SMC5-SMC6 complex component
EDAR	0.10529443457652245	ectodysplasin A receptor
PIGY	0.10541333105667534	phosphatidylinositol glycan anchor biosynthesis class Y
FIBCD1	0.10553750917245712	fibrinogen C domain containing 1
DDX1	0.10592940090261413	DEAD-box helicase 1
LINC00957	0.10595005407434847	long intergenic non-protein coding RNA 957
AKT1	0.10595943604820382	AKT serine/threonine kinase 1
GUSBP3	0.10612577476766209	GUSB pseudogene 3
ASIC3	0.10620919277364058	acid sensing ion channel subunit 3
FLVCR1	0.10642400523141764	FLVCR heme transporter 1
C9orf106	0.10671229691124386	long intergenic non-protein coding RNA 2913
TRMT10C	0.10753097579186685	tRNA methyltransferase 10C, mitochondrial RNase P subunit
NKX2-1	0.10804492542297177	NK2 homeobox 1
TOR1AIP2	0.10804501595587016	torsin 1A interacting protein 2
FCGRT	0.10840071541878082	Fc gamma receptor and transporter
ARHGAP40	0.10840722314645386	Rho GTPase activating protein 40
MIA3	0.10843662277327179	MIA SH3 domain ER export factor 3
CD99P1	0.10867556261616054	CD99 molecule pseudogene 1
BBS12	0.10926152207772614	Bardet-Biedl syndrome 12
C17orf96	0.10953250517819613	elongin BC and polycomb repressive complex 2 associated protein
CCDC87	0.10954488028429253	coiled-coil domain containing 87
SF3A3	0.10963878868905261	splicing factor 3a subunit 3
ANKRD20A2	0.10971773131518177	ankyrin repeat domain 20 family member A2, pseudogene
RNF19B	0.11000479577119474	ring finger protein 19B
SPRTN	0.11017858962980617	SprT-like N-terminal domain
MFAP3	0.11046242883305822	microfibril associated protein 3
C19orf84	0.11053052018025258	chromosome 19 open reading frame 84
NSMAF	0.1111805123042447	neutral sphingomyelinase activation associated factor
S100P	0.11148860770176819	S100 calcium binding protein P
NIP7	0.11178242685697035	nucleolar pre-rRNA processing protein NIP7
TCEB3C	0.11197344702101397	elongin A3, pseudogene
RCL1	0.11241678537177449	RNA terminal phosphate cyclase like 1
MBD4	0.1124791362416266	methyl-CpG binding domain 4, DNA glycosylase
RD3	0.11251513335284538	RD3 regulator of GUCY2D
LOC151475	0.11280660079124329	
EBNA1BP2	0.11290213752976926	EBNA1 binding protein 2
SKOR1	0.11303135403181576	SKI family transcriptional corepressor 1
SLC2A4RG	0.11311471617185294	SLC2A4 regulator
LINC00261	0.11326339921736672	long intergenic non-protein coding RNA 261
LINC01314	0.11370339253358727	cortexin domain containing 1
CRYZ	0.11371464964528778	crystallin zeta
PHTF1	0.11407542231384428	putative homeodomain transcription factor 1
LINC00472	0.11430120633721366	long intergenic non-protein coding RNA 472
SLC6A16	0.11561819476661558	solute carrier family 6 member 16
CMAHP	0.11580304317276524	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
TMX1	0.11597412265221832	thioredoxin related transmembrane protein 1
FAM210A	0.11599159252496366	family with sequence similarity 210 member A
PCAT18	0.1161599325708291	prostate cancer associated transcript 18
TMEM184A	0.11623077427686662	transmembrane protein 184A
MORN3	0.11654024242141987	MORN repeat containing 3
FAM27E2	0.11657850585405068	family with sequence similarity 27 member E2
LINC01330	0.11664542925982319	leucine rich repeat containing 77, pseudogene
SRSF4	0.11672500691039982	serine and arginine rich splicing factor 4
IQGAP2	0.11684681000000616	IQ motif containing GTPase activating protein 2
ADRA2C	0.11715119679974942	adrenoceptor alpha 2C
CMSS1	0.11718891191442973	cms1 ribosomal small subunit homolog
SNORD116-4	0.1172629603700747	small nucleolar RNA, C/D box 116-4
EDDM3B	0.11730926421349723	epididymal protein 3B
LINC00319	0.11755461651374455	long intergenic non-protein coding RNA 319
SPRNP1	0.11782669988794292	shadow of prion protein pseudogene 1
EI24	0.11794457876976669	EI24 autophagy associated transmembrane protein
FAM90A1	0.11816595036011962	family with sequence similarity 90 member A1
LOC729930	0.11818236931037529	intraflagellar transport associated protein pseudogene(LOC729930)
LOC338797	0.11843807583228251	
HN1L	0.11854494853883865	Jupiter microtubule associated homolog 2
LINC00114	0.11855255270636975	long intergenic non-protein coding RNA 114
ITGB8	0.11882886621896072	integrin subunit beta 8
CA11	0.11893568202827438	carbonic anhydrase 11
LRRC37A5P	0.11895576691801535	leucine rich repeat containing 37 member A5, pseudogene
PAGR1	0.11940937126925133	PAXIP1 associated glutamate rich protein 1
RSRP1	0.11951587737329449	arginine and serine rich protein 1
FAM181B	0.11972990635642232	family with sequence similarity 181 member B
P4HA2	0.11991822953873844	prolyl 4-hydroxylase subunit alpha 2
NRROS	0.11997778524203323	negative regulator of reactive oxygen species
C8orf46	0.12009483252682737	vexin
GLTSCR2	0.12013785178338988	NOP53 ribosome biogenesis factor
LINC00339	0.12039815385793723	long intergenic non-protein coding RNA 339
PLCB3	0.12041040602510969	phospholipase C beta 3
RLN2	0.12041869776154279	relaxin 2
ZNF25	0.12046413864891423	zinc finger protein 25
LOC729732	0.12048685984768201	uncharacterized LOC729732(LOC729732)
FOSL1	0.12050396216008158	FOS like 1, AP-1 transcription factor subunit
LYL1	0.12068191889756363	LYL1 basic helix-loop-helix family member
SPPL2A	0.1211415202731949	signal peptide peptidase like 2A
MEX3C	0.12133424921108428	mex-3 RNA binding family member C
SMNDC1	0.12161356363563035	survival motor neuron domain containing 1
SOX9-AS1	0.12173068162983566	SOX9 antisense RNA 1
CUTA	0.12176320655617104	cutA divalent cation tolerance homolog
LOC441081	0.12198268415388953	POM121 membrane glycoprotein (rat) pseudogene(LOC441081)
KLHL15	0.1219865674643462	kelch like family member 15
NOTCH3	0.1225786456938381	notch receptor 3
HYPK	0.12302155336251033	huntingtin interacting protein K
GFRA2	0.12319960850781787	GDNF family receptor alpha 2
FAM208B	0.12334432758476899	transcription activation suppressor family member 2
SNHG6	0.12369980354013085	small nucleolar RNA host gene 6
PFDN4	0.12416349010959662	prefoldin subunit 4
TRNAU1AP	0.12461121820850245	tRNA selenocysteine 1 associated protein 1
CDK18	0.12461844041490526	cyclin dependent kinase 18
SLC46A1	0.12464451937901962	solute carrier family 46 member 1
LYZL4	0.1247744025627072	lysozyme like 4
OR5K2	0.12544759798773347	olfactory receptor family 5 subfamily K member 2
ERICH6B	0.12552186005519397	glutamate rich 6B
SMIM13	0.12557167160347935	small integral membrane protein 13
TMEM117	0.1256592790051675	transmembrane protein 117
ESD	0.1256925345132347	esterase D
C12orf76	0.12602287824711064	chromosome 12 open reading frame 76
DNAJC8	0.12609021834665612	DnaJ heat shock protein family (Hsp40) member C8
KRTCAP3	0.12649436395422348	keratinocyte associated protein 3
HAS1	0.1271451529580514	hyaluronan synthase 1
STK35	0.12734030770919605	serine/threonine kinase 35
SEPTIN9	0.12736802601460476	septin 9
LOC100129722	0.12740212955374822	
MIDN	0.12826405493103907	midnolin
AGPAT5	0.12829570340141605	1-acylglycerol-3-phosphate O-acyltransferase 5
NIPAL3	0.1289736699558296	NIPA like domain containing 3
LOC100132781	0.12907952531813685	cyclin Y like 1 pseudogene(LOC100132781)
TENM2	0.12927076648227284	teneurin transmembrane protein 2
LINC00346	0.12927214579962729	p53 regulated carcinoma associated Stat3 activating long intergenic non-protein coding transcript
LOC101928738	0.12942337638808848	
SPATC1L	0.12944857598132642	spermatogenesis and centriole associated 1 like
ARMCX2	0.12951953568120386	armadillo repeat containing X-linked 2
DEFA1B	0.12966019391041644	defensin alpha 1B
SNRPD2	0.12987423308049023	small nuclear ribonucleoprotein D2 polypeptide
TVP23C-CDRT4	0.12989495924306643	TVP23C-CDRT4 readthrough
ZNF486	0.13024905733410821	zinc finger protein 486
ACER2	0.13039747100117666	alkaline ceramidase 2
LINC00649	0.13072860661818686	long intergenic non-protein coding RNA 649
KIAA0196	0.13103460240627068	WASH complex subunit 5
PRTFDC1	0.1312713660388773	phosphoribosyl transferase domain containing 1
OFD1	0.13131080847176715	OFD1 centriole and centriolar satellite protein
UNC5B-AS1	0.13140059663906736	UNC5B antisense RNA 1
LOC100130899	0.1315060659674671	
ADAM5	0.13170759357347606	ADAM metallopeptidase domain 5 (pseudogene)
ZNF816-ZNF321P	0.13179086266844753	ZNF816-ZNF321P readthrough
C2orf54	0.13186153940504422	mab-21 like 4
TMTC3	0.13192115488267506	transmembrane O-mannosyltransferase targeting cadherins 3
SLC12A2	0.1321161191877366	solute carrier family 12 member 2
IGFL4	0.13230035373466664	IGF like family member 4
LOC100127888	0.132639902241835	
THUMPD3-AS1	0.13293745326079232	THUMPD3 antisense RNA 1
FAM129B	0.13305719014008743	niban apoptosis regulator 2
C15orf41	0.13318835148872	CDAN1 interacting nuclease 1
PANK4	0.13319198599062498	pantothenate kinase 4 (inactive)
AP1M2	0.13337463475530278	adaptor related protein complex 1 subunit mu 2
NCAPH2	0.13338634227652896	non-SMC condensin II complex subunit H2
SNRNP70	0.13346682300026974	small nuclear ribonucleoprotein U1 subunit 70
CNKSR2	0.13353889665923124	connector enhancer of kinase suppressor of Ras 2
TEP1	0.1336311165034218	telomerase associated protein 1
ODF3L1	0.13367514761510205	outer dense fiber of sperm tails 3 like 1
TPSB2	0.13399112909508704	tryptase beta 2
RARA	0.13410952358631728	retinoic acid receptor alpha
FAS	0.1341298353385968	Fas cell surface death receptor
SMCO2	0.13416416484379806	single-pass membrane protein with coiled-coil domains 2
FBL	0.1344061357954443	fibrillarin
LINC00035	0.13462434627062583	ABHD11 antisense RNA 1 (tail to tail)
TCAIM	0.13462437243234024	T cell activation inhibitor, mitochondrial
AGPAT2	0.13463489216774907	1-acylglycerol-3-phosphate O-acyltransferase 2
FLT3LG	0.13526839875150806	fms related receptor tyrosine kinase 3 ligand
CBY3	0.13542396756791183	chibby family member 3
SLC2A10	0.13577285782044562	solute carrier family 2 member 10
LMTK3	0.13582190388482404	lemur tyrosine kinase 3
CHMP1B	0.13595210710575018	charged multivesicular body protein 1B
LOC340515	0.13629437977084213	
MYO18A	0.13649208982770858	myosin XVIIIA
MEIS1-AS3	0.13667422078150926	MEIS1 antisense RNA 3
RNMT	0.13668864077428325	RNA guanine-7 methyltransferase
NRDE2	0.13691686543140405	NRDE-2, necessary for RNA interference, domain containing
HHAT	0.137234090990521	hedgehog acyltransferase
PHF10	0.1373912043413284	PHD finger protein 10
DNTTIP2	0.13783750205696715	deoxynucleotidyltransferase terminal interacting protein 2
CDKN2A	0.13787060655529437	cyclin dependent kinase inhibitor 2A
TYW3	0.1381013488090239	tRNA-yW synthesizing protein 3 homolog
LINC00336	0.13817663180616271	long intergenic non-protein coding RNA 336
TACR2	0.1381786439782914	tachykinin receptor 2
LOC101927151	0.1382671504318383	
TENM3	0.138322883826546	teneurin transmembrane protein 3
TEX2	0.1384235354966691	testis expressed 2
HNRNPA3P1	0.138519707117571	heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
ANKRD50	0.1387669485001957	ankyrin repeat domain containing 50
RAB44	0.13879133866631982	RAB44, member RAS oncogene family
NMRK2	0.13906869965132485	nicotinamide riboside kinase 2
PLD3	0.13924263655834063	phospholipase D family member 3
STPG1	0.1393193895396529	sperm tail PG-rich repeat containing 1
BCL2L11	0.13932389051976643	BCL2 like 11
GLYCAM1	0.139645063879798	glycosylation dependent cell adhesion molecule 1 (pseudogene)
SLC8B1	0.13982069496177724	solute carrier family 8 member B1
SEMA4D	0.13983914588093546	semaphorin 4D
KIAA1211L	0.1400575856018089	CRACD like
ZNF540	0.14061375485179503	zinc finger protein 540
SMPD1	0.14071552394783285	sphingomyelin phosphodiesterase 1
LINC00452	0.14096197254935477	long intergenic non-protein coding RNA 452
TOE1	0.14100022760830283	target of EGR1, exonuclease
CDR2L	0.14105541904310304	cerebellar degeneration related protein 2 like
SOWAHB	0.14120500753716128	sosondowah ankyrin repeat domain family member B
JUP	0.14123372657426644	junction plakoglobin
HOXC5	0.14128747122803675	homeobox C5
ZNF488	0.14148994170000023	zinc finger protein 488
ZNF414	0.1415048896017512	zinc finger protein 414
CXADR	0.1416532240648786	CXADR Ig-like cell adhesion molecule
B3GALT4	0.14188809839274036	beta-1,3-galactosyltransferase 4
TLR1	0.1420468362726067	toll like receptor 1
MUC19	0.14325608056131195	mucin 19, oligomeric
PTPN23	0.14327623060340466	protein tyrosine phosphatase non-receptor type 23
OSBPL5	0.14330245782179568	oxysterol binding protein like 5
NRK	0.14335503359408275	Nik related kinase
ATXN7L3	0.14346275746352521	ataxin 7 like 3
FAM198A	0.14372711426360638	golgi associated kinase 1A
EVA1A	0.14390358155232974	eva-1 homolog A, regulator of programmed cell death
PIGS	0.144045725580583	phosphatidylinositol glycan anchor biosynthesis class S
TSIX	0.1440668584475528	TSIX transcript, XIST antisense RNA
INTS10	0.14426762313480906	integrator complex subunit 10
RTN3	0.14464160896242836	reticulon 3
SMDT1	0.14528697386191955	single-pass membrane protein with aspartate rich tail 1
LOC646743	0.14572832164006477	
SKOR2	0.1457769061481029	SKI family transcriptional corepressor 2
ZG16	0.14609410296647324	zymogen granule protein 16
EHBP1	0.14635759256392597	EH domain binding protein 1
LOC90246	0.14650996358442092	uncharacterized LOC90246(LOC90246)
SH3GL1P2	0.14676181527943	SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 2
EMC7	0.14680843569580762	ER membrane protein complex subunit 7
HACL1	0.14731020112426604	2-hydroxyacyl-CoA lyase 1
SDHC	0.14731200140637343	succinate dehydrogenase complex subunit C
NR1D1	0.14752702948895619	nuclear receptor subfamily 1 group D member 1
LOC100132077	0.14758627268403438	uncharacterized LOC100132077(LOC100132077)
GPRC5A	0.1476098967079218	G protein-coupled receptor class C group 5 member A
METRN	0.14763530111791448	meteorin, glial cell differentiation regulator
PTPMT1	0.14776180116923104	protein tyrosine phosphatase mitochondrial 1
AP5B1	0.14815324189324997	adaptor related protein complex 5 subunit beta 1
NPY1R	0.14860079387555442	neuropeptide Y receptor Y1
ADAM9	0.14867904942284416	ADAM metallopeptidase domain 9
CYP4F62P	0.1487482164460847	cytochrome P450 family 4 subfamily F member 62, pseudogene
ARVCF	0.1488191736982933	ARVCF delta catenin family member
GPR3	0.1489146228293317	G protein-coupled receptor 3
RPL11	0.14973507755434246	ribosomal protein L11
CTRL	0.14977395604463833	chymotrypsin like
GALNT6	0.14978764288852284	polypeptide N-acetylgalactosaminyltransferase 6
GSTO1	0.1497906977381957	glutathione S-transferase omega 1
TOMM6	0.15007101145556767	translocase of outer mitochondrial membrane 6
LOC101928837	0.1500755945407188	
LRRC3C	0.15011992262008164	leucine rich repeat containing 3C
PRRC2A	0.15018649676296753	proline rich coiled-coil 2A
C9orf41	0.15039593881271363	carnosine N-methyltransferase 1
MOB1B	0.15044369019956938	MOB kinase activator 1B
NELFB	0.1505125597702319	negative elongation factor complex member B
FHDC1	0.15068709101254363	FH2 domain containing 1
GNRH1	0.15106841832129186	gonadotropin releasing hormone 1
COA7	0.15109800972514995	cytochrome c oxidase assembly factor 7
POTEA	0.15114641184252348	POTE ankyrin domain family member A
PPIAL4B	0.15117146108057053	peptidylprolyl isomerase A like 4A
SPZ1	0.15120028029774707	spermatogenic leucine zipper 1
ZFP82	0.15144943203712613	ZFP82 zinc finger protein
THNSL1	0.15147079558137763	threonine synthase like 1
C19orf43	0.1516974996555407	telomerase RNA component interacting RNase
PRSS2	0.15185621329040755	serine protease 2
ATG3	0.15220821937082937	autophagy related 3
